protein_id,degree,organism
YP_6922567.1,5,Homo sapiens
NP_3233211.1,16,Homo sapiens
NP_7540449.1,9,Homo sapiens
YP_1826199.1,6,Homo sapiens
XP_5171915.1,6,Homo sapiens
YP_543945.1,9,Homo sapiens
ZP_6410114.1,1,Homo sapiens
XP_3703110.1,11,Homo sapiens
ZP_7790840.1,8,Homo sapiens
WP_6601553.1,3,Homo sapiens
WP_9438770.1,14,Homo sapiens
AP_1374634.1,12,Homo sapiens
ZP_1328807.1,12,Homo sapiens
ZP_7701748.1,7,Homo sapiens
RP_8903208.1,10,Homo sapiens
RP_2369070.1,4,Homo sapiens
XP_7740167.1,9,Homo sapiens
NP_7422153.1,8,Homo sapiens
ZP_2619507.1,4,Homo sapiens
XP_1356715.1,8,Homo sapiens
NP_1626534.1,1,Homo sapiens
WP_3902986.1,4,Homo sapiens
XP_471616.1,7,Homo sapiens
ZP_9263766.1,4,Homo sapiens
AP_9404991.1,15,Homo sapiens
ZP_379215.1,12,Homo sapiens
WP_2943236.1,5,Homo sapiens
ZP_7479933.1,11,Homo sapiens
XP_6253973.1,3,Homo sapiens
WP_2060584.1,10,Homo sapiens
ZP_6323754.1,11,Homo sapiens
XP_9904815.1,5,Homo sapiens
YP_4326156.1,12,Homo sapiens
RP_5855892.1,2,Homo sapiens
AP_8083372.1,11,Homo sapiens
NP_8227747.1,8,Homo sapiens
ZP_7437694.1,1,Homo sapiens
WP_9021334.1,3,Homo sapiens
WP_5090488.1,8,Homo sapiens
WP_339968.1,10,Homo sapiens
ZP_2692536.1,5,Homo sapiens
ZP_5604381.1,9,Homo sapiens
XP_4514084.1,9,Homo sapiens
WP_3978363.1,11,Homo sapiens
AP_1127557.1,9,Homo sapiens
NP_5998885.1,18,Homo sapiens
WP_7701723.1,7,Homo sapiens
ZP_5788238.1,12,Homo sapiens
ZP_9694731.1,5,Homo sapiens
YP_1885559.1,16,Homo sapiens
NP_633634.1,2,Homo sapiens
ZP_8678845.1,10,Homo sapiens
NP_9344655.1,9,Homo sapiens
AP_7656855.1,9,Homo sapiens
NP_1506368.1,16,Homo sapiens
AP_9334082.1,12,Homo sapiens
ZP_1324744.1,7,Homo sapiens
WP_4962894.1,3,Homo sapiens
NP_2231018.1,6,Homo sapiens
YP_8310710.1,13,Homo sapiens
XP_6988260.1,18,Homo sapiens
ZP_394746.1,5,Homo sapiens
WP_5532019.1,3,Homo sapiens
AP_1802159.1,7,Homo sapiens
NP_3902177.1,12,Homo sapiens
WP_8612558.1,15,Homo sapiens
RP_1253224.1,10,Homo sapiens
ZP_2750235.1,6,Homo sapiens
YP_4840039.1,4,Homo sapiens
RP_8399350.1,5,Homo sapiens
RP_2403554.1,2,Homo sapiens
ZP_4120120.1,4,Homo sapiens
RP_2776517.1,4,Homo sapiens
RP_7431006.1,10,Homo sapiens
AP_8429442.1,7,Homo sapiens
YP_8931924.1,6,Homo sapiens
XP_6268563.1,4,Homo sapiens
XP_5529219.1,9,Homo sapiens
ZP_9954352.1,5,Homo sapiens
RP_2248091.1,1,Homo sapiens
AP_1860462.1,10,Homo sapiens
NP_4158848.1,15,Homo sapiens
XP_909178.1,6,Homo sapiens
RP_4877402.1,9,Homo sapiens
WP_7586327.1,5,Homo sapiens
XP_821037.1,6,Homo sapiens
ZP_6517954.1,6,Homo sapiens
WP_1121469.1,2,Homo sapiens
RP_5879277.1,7,Homo sapiens
WP_2992371.1,11,Homo sapiens
YP_7070199.1,11,Homo sapiens
XP_563001.1,7,Homo sapiens
XP_2922136.1,2,Homo sapiens
WP_615693.1,8,Homo sapiens
WP_7918114.1,3,Homo sapiens
NP_514994.1,1,Homo sapiens
YP_5812044.1,14,Homo sapiens
RP_1176941.1,8,Homo sapiens
RP_2638568.1,9,Homo sapiens
WP_5553174.1,3,Homo sapiens
YP_1264795.1,3,Homo sapiens
WP_7230030.1,6,Homo sapiens
ZP_2509381.1,5,Homo sapiens
AP_7126492.1,6,Homo sapiens
ZP_6959216.1,19,Homo sapiens
XP_3043295.1,4,Homo sapiens
YP_177175.1,8,Homo sapiens
ZP_2178808.1,8,Homo sapiens
XP_3111786.1,14,Homo sapiens
AP_1658242.1,9,Homo sapiens
YP_4419453.1,7,Homo sapiens
YP_5545315.1,9,Homo sapiens
WP_2467555.1,8,Homo sapiens
ZP_3112359.1,7,Homo sapiens
NP_9905436.1,3,Homo sapiens
XP_2514165.1,5,Homo sapiens
YP_3308823.1,8,Homo sapiens
RP_5151646.1,8,Homo sapiens
RP_385711.1,9,Homo sapiens
AP_9611997.1,10,Homo sapiens
YP_675919.1,12,Homo sapiens
XP_3431106.1,8,Homo sapiens
WP_522381.1,12,Homo sapiens
NP_8322462.1,8,Homo sapiens
AP_5000164.1,5,Homo sapiens
ZP_6436356.1,11,Homo sapiens
WP_501067.1,11,Homo sapiens
YP_560796.1,2,Homo sapiens
YP_6094376.1,4,Homo sapiens
ZP_5958338.1,5,Homo sapiens
YP_9492609.1,4,Homo sapiens
YP_7420583.1,2,Homo sapiens
AP_3277902.1,12,Homo sapiens
ZP_2334805.1,3,Homo sapiens
ZP_1999054.1,12,Homo sapiens
RP_1650184.1,5,Homo sapiens
WP_8253113.1,6,Homo sapiens
ZP_8577276.1,0,Homo sapiens
XP_7061383.1,7,Homo sapiens
AP_8060339.1,10,Homo sapiens
YP_2870742.1,6,Homo sapiens
RP_7396405.1,5,Homo sapiens
ZP_8759522.1,11,Homo sapiens
XP_4209803.1,7,Homo sapiens
NP_8851063.1,6,Homo sapiens
NP_1134586.1,3,Homo sapiens
RP_5647094.1,9,Homo sapiens
XP_2761637.1,4,Homo sapiens
XP_2184504.1,7,Homo sapiens
NP_3121372.1,6,Homo sapiens
ZP_4954042.1,4,Homo sapiens
WP_3930121.1,7,Homo sapiens
YP_5453912.1,6,Homo sapiens
AP_1453324.1,6,Homo sapiens
YP_6224386.1,5,Homo sapiens
XP_6134722.1,11,Homo sapiens
AP_7110131.1,2,Homo sapiens
YP_4170028.1,4,Homo sapiens
AP_6969989.1,17,Homo sapiens
YP_1469277.1,6,Homo sapiens
WP_849971.1,14,Homo sapiens
ZP_8322502.1,12,Homo sapiens
AP_4560276.1,0,Homo sapiens
YP_4175837.1,11,Homo sapiens
NP_2333706.1,6,Homo sapiens
XP_8974365.1,7,Homo sapiens
YP_1285111.1,7,Homo sapiens
AP_7832752.1,3,Homo sapiens
AP_6427090.1,12,Homo sapiens
WP_2508630.1,5,Homo sapiens
YP_5937196.1,6,Homo sapiens
WP_8195213.1,9,Homo sapiens
WP_6019626.1,6,Homo sapiens
AP_5657805.1,10,Homo sapiens
AP_292512.1,5,Homo sapiens
ZP_3814379.1,7,Homo sapiens
AP_1649420.1,5,Homo sapiens
ZP_3445647.1,3,Homo sapiens
YP_8412934.1,3,Homo sapiens
ZP_3904409.1,16,Homo sapiens
AP_6822055.1,14,Homo sapiens
YP_9135949.1,12,Homo sapiens
RP_6381646.1,2,Homo sapiens
RP_6526288.1,21,Homo sapiens
RP_2264563.1,3,Homo sapiens
NP_5281377.1,12,Homo sapiens
ZP_4508285.1,8,Homo sapiens
YP_8112369.1,7,Homo sapiens
AP_4304955.1,10,Homo sapiens
ZP_8190736.1,2,Homo sapiens
YP_8243179.1,8,Homo sapiens
NP_3401106.1,6,Homo sapiens
RP_1472070.1,3,Homo sapiens
NP_2693726.1,2,Homo sapiens
AP_8341353.1,16,Homo sapiens
NP_5770706.1,6,Homo sapiens
WP_4550252.1,6,Homo sapiens
NP_9349677.1,12,Homo sapiens
NP_9345234.1,3,Homo sapiens
XP_8594630.1,5,Homo sapiens
ZP_5755635.1,5,Homo sapiens
XP_570529.1,7,Homo sapiens
AP_261445.1,4,Homo sapiens
WP_6594503.1,7,Homo sapiens
NP_784029.1,3,Homo sapiens
ZP_8998978.1,7,Homo sapiens
WP_7081440.1,13,Homo sapiens
RP_4099694.1,5,Homo sapiens
NP_8301428.1,7,Homo sapiens
XP_308944.1,5,Homo sapiens
RP_7676472.1,1,Homo sapiens
RP_1461303.1,9,Homo sapiens
YP_4301765.1,5,Homo sapiens
ZP_2994100.1,14,Homo sapiens
XP_1297162.1,12,Homo sapiens
NP_6774851.1,6,Homo sapiens
WP_8448022.1,6,Homo sapiens
YP_7083604.1,1,Homo sapiens
XP_1997501.1,12,Homo sapiens
ZP_6565377.1,7,Homo sapiens
WP_3985250.1,9,Homo sapiens
ZP_5002059.1,4,Homo sapiens
RP_6707912.1,8,Homo sapiens
RP_5328566.1,6,Homo sapiens
WP_819407.1,0,Homo sapiens
NP_428821.1,0,Homo sapiens
ZP_3987008.1,5,Homo sapiens
RP_6825275.1,1,Homo sapiens
AP_5293734.1,5,Homo sapiens
ZP_7872580.1,3,Homo sapiens
YP_9237344.1,8,Homo sapiens
RP_9188147.1,7,Homo sapiens
WP_8734012.1,14,Homo sapiens
NP_5645403.1,11,Homo sapiens
NP_888443.1,3,Homo sapiens
WP_3365962.1,12,Homo sapiens
RP_6110334.1,5,Homo sapiens
WP_9715754.1,20,Homo sapiens
YP_5852613.1,13,Homo sapiens
AP_5737025.1,10,Homo sapiens
ZP_9104471.1,9,Homo sapiens
ZP_4801669.1,1,Homo sapiens
YP_3425315.1,12,Homo sapiens
YP_5317092.1,6,Homo sapiens
XP_928791.1,12,Homo sapiens
WP_2946274.1,2,Homo sapiens
WP_6088099.1,20,Homo sapiens
NP_7971917.1,4,Homo sapiens
XP_5546079.1,3,Homo sapiens
WP_3978450.1,6,Homo sapiens
NP_3133349.1,3,Homo sapiens
WP_6507054.1,2,Homo sapiens
AP_882877.1,3,Homo sapiens
NP_7168132.1,16,Homo sapiens
NP_6399492.1,14,Homo sapiens
WP_7336694.1,12,Homo sapiens
XP_6028643.1,6,Homo sapiens
NP_9824700.1,5,Homo sapiens
AP_6149850.1,10,Homo sapiens
RP_8656255.1,6,Homo sapiens
XP_7836484.1,5,Homo sapiens
YP_4427308.1,5,Homo sapiens
NP_1681420.1,28,Homo sapiens
XP_3594708.1,16,Homo sapiens
WP_3179042.1,12,Homo sapiens
NP_6638655.1,6,Homo sapiens
AP_6068633.1,10,Homo sapiens
YP_6998046.1,6,Homo sapiens
ZP_2944180.1,11,Homo sapiens
ZP_8083939.1,9,Homo sapiens
WP_5166112.1,9,Homo sapiens
ZP_4193886.1,3,Homo sapiens
AP_9050668.1,11,Homo sapiens
RP_1606145.1,9,Homo sapiens
WP_1292931.1,2,Homo sapiens
WP_4989084.1,12,Homo sapiens
YP_971522.1,6,Homo sapiens
ZP_6990709.1,6,Homo sapiens
YP_2281906.1,2,Homo sapiens
AP_1600134.1,10,Homo sapiens
AP_1805243.1,7,Homo sapiens
AP_339779.1,4,Homo sapiens
XP_5199154.1,7,Homo sapiens
RP_6389249.1,8,Homo sapiens
WP_8252885.1,3,Homo sapiens
AP_6264014.1,8,Homo sapiens
ZP_7599412.1,6,Homo sapiens
XP_6316074.1,8,Homo sapiens
RP_5433968.1,4,Homo sapiens
ZP_8425032.1,2,Homo sapiens
XP_3783909.1,8,Homo sapiens
YP_7565106.1,9,Homo sapiens
NP_2327503.1,7,Homo sapiens
ZP_3170771.1,3,Homo sapiens
XP_7256406.1,7,Homo sapiens
NP_2794245.1,15,Homo sapiens
WP_521280.1,3,Homo sapiens
XP_441207.1,9,Homo sapiens
RP_1330746.1,7,Homo sapiens
WP_3389791.1,4,Homo sapiens
YP_9960786.1,4,Homo sapiens
AP_1262189.1,8,Homo sapiens
WP_5830385.1,9,Homo sapiens
ZP_2481486.1,6,Homo sapiens
RP_6813070.1,10,Homo sapiens
ZP_8268326.1,10,Homo sapiens
AP_5493455.1,5,Homo sapiens
RP_3870183.1,6,Homo sapiens
ZP_7185904.1,8,Homo sapiens
YP_6799744.1,1,Homo sapiens
WP_2901445.1,3,Homo sapiens
WP_6939789.1,2,Homo sapiens
AP_2682814.1,6,Homo sapiens
RP_3869457.1,15,Homo sapiens
XP_1053692.1,5,Homo sapiens
XP_317770.1,6,Homo sapiens
WP_4936917.1,5,Homo sapiens
NP_7069129.1,2,Homo sapiens
XP_6010184.1,7,Homo sapiens
WP_5401533.1,10,Homo sapiens
YP_1926525.1,6,Homo sapiens
RP_9827138.1,13,Homo sapiens
WP_6251537.1,14,Homo sapiens
NP_1578768.1,2,Homo sapiens
RP_5224674.1,6,Homo sapiens
YP_8426435.1,3,Homo sapiens
YP_502980.1,4,Homo sapiens
YP_9657540.1,5,Homo sapiens
AP_7032667.1,14,Homo sapiens
YP_2208542.1,6,Homo sapiens
YP_9426243.1,9,Homo sapiens
WP_1486689.1,12,Homo sapiens
RP_2946230.1,2,Homo sapiens
YP_2218433.1,5,Homo sapiens
XP_5653535.1,17,Homo sapiens
ZP_3778621.1,6,Homo sapiens
RP_6327018.1,3,Homo sapiens
WP_9786599.1,11,Homo sapiens
WP_8707009.1,8,Homo sapiens
AP_8647900.1,12,Homo sapiens
WP_7645189.1,7,Homo sapiens
NP_2781206.1,3,Homo sapiens
NP_6743433.1,5,Homo sapiens
ZP_337199.1,2,Homo sapiens
XP_2957281.1,10,Homo sapiens
NP_2374316.1,18,Homo sapiens
RP_851518.1,13,Homo sapiens
ZP_613313.1,6,Homo sapiens
RP_2432214.1,6,Homo sapiens
WP_5181820.1,2,Homo sapiens
RP_9142832.1,6,Homo sapiens
YP_2350397.1,5,Homo sapiens
AP_8391860.1,16,Homo sapiens
WP_8943026.1,6,Homo sapiens
YP_7826360.1,5,Homo sapiens
XP_1572542.1,7,Homo sapiens
YP_4573014.1,6,Homo sapiens
RP_662621.1,6,Homo sapiens
NP_4908163.1,11,Homo sapiens
XP_6384851.1,4,Homo sapiens
ZP_9700177.1,13,Homo sapiens
ZP_1295885.1,7,Homo sapiens
ZP_3998190.1,8,Homo sapiens
XP_3488445.1,4,Homo sapiens
RP_9767788.1,11,Homo sapiens
WP_8297590.1,6,Homo sapiens
NP_2684182.1,2,Homo sapiens
RP_4463089.1,6,Homo sapiens
NP_8757768.1,5,Homo sapiens
ZP_541904.1,10,Homo sapiens
RP_5192792.1,4,Homo sapiens
RP_6712208.1,10,Homo sapiens
NP_7687676.1,7,Homo sapiens
NP_937393.1,7,Homo sapiens
XP_5234544.1,3,Homo sapiens
RP_5405431.1,2,Homo sapiens
NP_9223591.1,14,Homo sapiens
YP_2363429.1,6,Homo sapiens
AP_3038687.1,4,Homo sapiens
AP_5253435.1,3,Homo sapiens
WP_3789024.1,10,Homo sapiens
WP_3802418.1,6,Homo sapiens
YP_3741771.1,7,Homo sapiens
ZP_4179441.1,7,Homo sapiens
RP_6875602.1,4,Homo sapiens
AP_2288370.1,7,Homo sapiens
YP_7085945.1,1,Homo sapiens
AP_4094528.1,3,Homo sapiens
ZP_2241912.1,6,Homo sapiens
RP_2062889.1,8,Homo sapiens
RP_1496436.1,4,Homo sapiens
AP_2295690.1,7,Homo sapiens
AP_5270080.1,7,Homo sapiens
ZP_3082410.1,4,Homo sapiens
YP_1504355.1,6,Homo sapiens
RP_5156093.1,4,Homo sapiens
YP_2564722.1,0,Homo sapiens
WP_5730761.1,7,Homo sapiens
YP_3001092.1,10,Homo sapiens
XP_1822907.1,5,Homo sapiens
YP_2970574.1,7,Homo sapiens
NP_7021983.1,3,Homo sapiens
XP_5465986.1,5,Homo sapiens
ZP_6859291.1,5,Homo sapiens
RP_8443528.1,6,Homo sapiens
AP_5632388.1,8,Homo sapiens
AP_7551747.1,3,Homo sapiens
RP_3981857.1,8,Homo sapiens
YP_4839400.1,2,Homo sapiens
XP_218581.1,9,Homo sapiens
XP_3952256.1,9,Homo sapiens
ZP_8827148.1,6,Homo sapiens
RP_9907020.1,12,Homo sapiens
AP_972328.1,3,Homo sapiens
RP_3210691.1,12,Homo sapiens
NP_8413157.1,2,Homo sapiens
ZP_6187595.1,8,Homo sapiens
AP_9846919.1,6,Homo sapiens
XP_4610784.1,4,Homo sapiens
ZP_9778075.1,4,Homo sapiens
WP_2670466.1,2,Homo sapiens
AP_9279253.1,8,Homo sapiens
XP_1117481.1,9,Homo sapiens
AP_8551115.1,6,Homo sapiens
RP_2438377.1,5,Homo sapiens
XP_906564.1,18,Homo sapiens
XP_6147511.1,10,Homo sapiens
NP_837954.1,7,Homo sapiens
YP_7940130.1,2,Homo sapiens
RP_9195781.1,5,Homo sapiens
YP_6034261.1,16,Homo sapiens
ZP_9168055.1,5,Homo sapiens
AP_7663493.1,4,Homo sapiens
YP_7804694.1,3,Homo sapiens
ZP_7090607.1,12,Homo sapiens
RP_4632688.1,5,Homo sapiens
ZP_7233131.1,9,Homo sapiens
WP_4981909.1,1,Homo sapiens
AP_9403721.1,5,Homo sapiens
WP_2445704.1,19,Homo sapiens
NP_8911940.1,14,Homo sapiens
XP_8320038.1,11,Homo sapiens
AP_8517944.1,3,Homo sapiens
YP_3301078.1,3,Homo sapiens
NP_2707622.1,3,Homo sapiens
ZP_5404120.1,5,Homo sapiens
XP_1547947.1,0,Homo sapiens
WP_8378499.1,7,Homo sapiens
AP_6706470.1,9,Homo sapiens
ZP_776296.1,10,Homo sapiens
WP_7135655.1,9,Homo sapiens
YP_3011190.1,12,Homo sapiens
YP_9041047.1,10,Homo sapiens
AP_9267491.1,6,Homo sapiens
WP_7284872.1,4,Homo sapiens
AP_2289921.1,2,Homo sapiens
NP_3298156.1,5,Homo sapiens
RP_4922139.1,12,Homo sapiens
RP_862371.1,9,Homo sapiens
NP_8379143.1,6,Homo sapiens
YP_3868950.1,8,Homo sapiens
AP_6600785.1,16,Homo sapiens
WP_7963438.1,2,Homo sapiens
ZP_8072368.1,2,Homo sapiens
WP_2335883.1,4,Homo sapiens
RP_864265.1,3,Homo sapiens
YP_5768889.1,9,Homo sapiens
YP_408617.1,10,Homo sapiens
WP_844748.1,9,Homo sapiens
WP_5187692.1,14,Homo sapiens
AP_834275.1,5,Homo sapiens
RP_9786427.1,10,Homo sapiens
WP_9087114.1,1,Homo sapiens
YP_6294224.1,4,Homo sapiens
RP_6124293.1,3,Homo sapiens
XP_5418331.1,6,Homo sapiens
YP_8841022.1,6,Homo sapiens
YP_4048401.1,3,Homo sapiens
AP_5334259.1,9,Homo sapiens
ZP_6950807.1,6,Homo sapiens
XP_6884672.1,6,Homo sapiens
NP_4976709.1,8,Homo sapiens
WP_2692316.1,5,Homo sapiens
NP_5995725.1,12,Homo sapiens
AP_5538757.1,6,Homo sapiens
XP_9883893.1,3,Homo sapiens
XP_2764749.1,2,Homo sapiens
AP_6828926.1,9,Homo sapiens
XP_9895586.1,0,Homo sapiens
XP_3021989.1,13,Homo sapiens
AP_3813543.1,6,Homo sapiens
ZP_1303920.1,4,Homo sapiens
WP_847852.1,5,Homo sapiens
NP_9645226.1,2,Homo sapiens
RP_7028655.1,2,Homo sapiens
ZP_9596418.1,9,Homo sapiens
ZP_1921367.1,6,Homo sapiens
WP_2999033.1,4,Homo sapiens
XP_1678315.1,14,Homo sapiens
WP_8398852.1,8,Homo sapiens
YP_6193073.1,4,Homo sapiens
WP_1449590.1,5,Homo sapiens
RP_5466645.1,5,Homo sapiens
NP_3145529.1,5,Homo sapiens
XP_5540107.1,5,Homo sapiens
WP_7203260.1,3,Homo sapiens
WP_9958401.1,8,Homo sapiens
YP_2997706.1,5,Homo sapiens
AP_3301473.1,2,Homo sapiens
NP_9414823.1,5,Homo sapiens
AP_1549991.1,11,Homo sapiens
XP_6139523.1,3,Homo sapiens
RP_6847741.1,6,Homo sapiens
YP_5268554.1,13,Homo sapiens
RP_524528.1,8,Homo sapiens
WP_8090001.1,5,Homo sapiens
XP_6550219.1,3,Homo sapiens
YP_5365481.1,21,Homo sapiens
ZP_6802692.1,9,Homo sapiens
ZP_1873055.1,4,Homo sapiens
ZP_9180745.1,2,Homo sapiens
RP_6762314.1,3,Homo sapiens
AP_5930395.1,9,Homo sapiens
NP_9973863.1,7,Homo sapiens
WP_7942680.1,5,Homo sapiens
AP_1909858.1,13,Homo sapiens
ZP_9882924.1,2,Homo sapiens
AP_5748393.1,12,Homo sapiens
ZP_6384725.1,3,Homo sapiens
RP_6809914.1,9,Homo sapiens
NP_4684946.1,2,Homo sapiens
YP_8443199.1,4,Homo sapiens
YP_4741094.1,15,Homo sapiens
YP_7973491.1,6,Homo sapiens
ZP_1640724.1,5,Homo sapiens
XP_2065730.1,12,Homo sapiens
WP_7443728.1,7,Homo sapiens
RP_9164281.1,8,Homo sapiens
XP_4162224.1,5,Homo sapiens
NP_1194316.1,2,Homo sapiens
ZP_6860403.1,8,Homo sapiens
AP_6720241.1,6,Homo sapiens
ZP_9195281.1,5,Homo sapiens
YP_901849.1,7,Homo sapiens
NP_1261068.1,9,Homo sapiens
ZP_1135891.1,3,Homo sapiens
RP_8911785.1,5,Homo sapiens
WP_9131370.1,17,Homo sapiens
YP_9256484.1,7,Homo sapiens
NP_5377420.1,6,Homo sapiens
YP_5427580.1,10,Homo sapiens
ZP_1860511.1,5,Homo sapiens
WP_3641815.1,15,Homo sapiens
WP_7489844.1,4,Homo sapiens
WP_9203947.1,13,Homo sapiens
NP_5451826.1,2,Homo sapiens
AP_6490459.1,3,Homo sapiens
RP_6172310.1,8,Homo sapiens
RP_9117497.1,6,Homo sapiens
AP_6453300.1,8,Homo sapiens
XP_9414387.1,3,Homo sapiens
RP_6701457.1,6,Homo sapiens
ZP_5837580.1,5,Homo sapiens
AP_6125095.1,5,Homo sapiens
YP_325391.1,7,Homo sapiens
RP_6798541.1,11,Homo sapiens
ZP_3732632.1,6,Homo sapiens
WP_9862681.1,10,Homo sapiens
RP_2635394.1,6,Homo sapiens
AP_5696526.1,6,Homo sapiens
WP_3391070.1,2,Homo sapiens
AP_901955.1,7,Homo sapiens
NP_2113148.1,8,Homo sapiens
NP_2544291.1,9,Homo sapiens
WP_247745.1,9,Homo sapiens
YP_237686.1,1,Homo sapiens
AP_5350295.1,7,Homo sapiens
ZP_5779980.1,6,Homo sapiens
AP_5249534.1,4,Homo sapiens
XP_3414344.1,6,Homo sapiens
YP_2622620.1,3,Homo sapiens
YP_2127320.1,2,Homo sapiens
NP_5861703.1,6,Homo sapiens
RP_2047238.1,3,Homo sapiens
XP_9884404.1,4,Homo sapiens
AP_6430034.1,6,Homo sapiens
XP_8697467.1,7,Homo sapiens
ZP_7131845.1,7,Homo sapiens
WP_145475.1,5,Homo sapiens
RP_8180552.1,6,Homo sapiens
AP_5496364.1,2,Homo sapiens
RP_1199577.1,6,Homo sapiens
NP_6583485.1,12,Homo sapiens
XP_7059972.1,4,Homo sapiens
YP_1702970.1,9,Homo sapiens
WP_8374125.1,7,Homo sapiens
YP_4511887.1,10,Homo sapiens
WP_8715797.1,6,Homo sapiens
ZP_2176198.1,2,Homo sapiens
XP_3510580.1,9,Homo sapiens
YP_7759791.1,7,Homo sapiens
WP_1848982.1,6,Homo sapiens
RP_9933673.1,5,Homo sapiens
WP_8566685.1,11,Homo sapiens
YP_6107509.1,6,Homo sapiens
YP_4545818.1,7,Homo sapiens
AP_6533636.1,2,Homo sapiens
XP_9272800.1,1,Homo sapiens
RP_4730232.1,9,Homo sapiens
WP_9090499.1,9,Homo sapiens
YP_8247047.1,5,Homo sapiens
RP_2585670.1,8,Homo sapiens
WP_4123278.1,10,Homo sapiens
RP_637977.1,8,Homo sapiens
RP_3768280.1,4,Homo sapiens
YP_4884808.1,8,Homo sapiens
AP_6737640.1,2,Homo sapiens
AP_4754419.1,3,Homo sapiens
ZP_4722580.1,4,Homo sapiens
WP_7345136.1,10,Homo sapiens
RP_2222827.1,10,Homo sapiens
RP_7532300.1,3,Homo sapiens
RP_808672.1,7,Homo sapiens
YP_7021154.1,6,Homo sapiens
NP_4607167.1,12,Homo sapiens
ZP_6725169.1,2,Homo sapiens
YP_7641586.1,7,Homo sapiens
WP_2987757.1,4,Homo sapiens
NP_6572973.1,8,Homo sapiens
NP_792924.1,4,Homo sapiens
RP_2670115.1,7,Homo sapiens
WP_4772412.1,10,Homo sapiens
WP_9512528.1,2,Homo sapiens
WP_3919712.1,10,Homo sapiens
AP_7812079.1,8,Homo sapiens
XP_5704327.1,5,Homo sapiens
AP_2573199.1,5,Homo sapiens
XP_8371330.1,5,Homo sapiens
WP_8786283.1,9,Homo sapiens
WP_1967306.1,7,Homo sapiens
NP_942840.1,10,Homo sapiens
ZP_5989118.1,2,Homo sapiens
ZP_225355.1,2,Homo sapiens
RP_715937.1,3,Homo sapiens
XP_3656210.1,11,Homo sapiens
YP_2587111.1,2,Homo sapiens
RP_1659757.1,4,Homo sapiens
RP_6256738.1,9,Homo sapiens
NP_3532207.1,4,Homo sapiens
RP_1981297.1,1,Homo sapiens
ZP_9312367.1,1,Homo sapiens
ZP_8619792.1,4,Homo sapiens
ZP_345300.1,12,Homo sapiens
WP_192036.1,5,Homo sapiens
WP_6539051.1,7,Homo sapiens
YP_6115877.1,3,Homo sapiens
YP_3762340.1,5,Homo sapiens
YP_9478637.1,3,Homo sapiens
AP_8462101.1,10,Homo sapiens
WP_1757888.1,7,Homo sapiens
XP_8210129.1,9,Homo sapiens
YP_8046258.1,5,Homo sapiens
XP_1924964.1,12,Homo sapiens
WP_8252513.1,4,Homo sapiens
XP_6889408.1,4,Homo sapiens
AP_1668146.1,8,Homo sapiens
XP_9035827.1,7,Homo sapiens
AP_4545975.1,5,Homo sapiens
NP_2971656.1,5,Homo sapiens
YP_4808569.1,6,Homo sapiens
XP_2426729.1,7,Homo sapiens
YP_6795233.1,5,Homo sapiens
XP_4007129.1,2,Homo sapiens
AP_5499869.1,1,Homo sapiens
YP_6239353.1,7,Homo sapiens
ZP_3766344.1,4,Homo sapiens
YP_843088.1,5,Homo sapiens
ZP_159778.1,8,Homo sapiens
NP_5103361.1,2,Homo sapiens
YP_8175042.1,3,Homo sapiens
NP_2273513.1,13,Homo sapiens
XP_9010762.1,3,Homo sapiens
RP_1111930.1,7,Homo sapiens
AP_9568133.1,16,Homo sapiens
ZP_1885818.1,4,Homo sapiens
YP_9648725.1,3,Homo sapiens
ZP_6062859.1,3,Homo sapiens
WP_9770114.1,12,Homo sapiens
RP_7732285.1,4,Homo sapiens
AP_2966069.1,9,Homo sapiens
WP_9403173.1,5,Homo sapiens
RP_5082042.1,2,Homo sapiens
NP_6403816.1,2,Homo sapiens
YP_877567.1,7,Homo sapiens
XP_1849736.1,3,Homo sapiens
WP_6821635.1,1,Homo sapiens
WP_151707.1,5,Homo sapiens
NP_9577571.1,5,Homo sapiens
YP_1977145.1,10,Homo sapiens
YP_9323482.1,0,Homo sapiens
XP_6787666.1,10,Homo sapiens
AP_7179701.1,12,Homo sapiens
ZP_8349953.1,9,Homo sapiens
XP_1922744.1,4,Homo sapiens
AP_8267707.1,4,Homo sapiens
YP_3943139.1,3,Homo sapiens
RP_4547395.1,10,Homo sapiens
WP_2461216.1,3,Homo sapiens
NP_2667587.1,4,Homo sapiens
YP_364237.1,12,Homo sapiens
NP_4940351.1,3,Homo sapiens
XP_2008911.1,2,Homo sapiens
XP_1519920.1,4,Homo sapiens
NP_2279441.1,0,Homo sapiens
WP_9938074.1,7,Homo sapiens
AP_2188062.1,7,Homo sapiens
YP_1934907.1,5,Homo sapiens
RP_3961774.1,1,Homo sapiens
ZP_3577084.1,6,Homo sapiens
WP_3499752.1,13,Homo sapiens
WP_5432889.1,6,Homo sapiens
WP_144816.1,2,Homo sapiens
WP_4263960.1,5,Homo sapiens
YP_7181905.1,4,Homo sapiens
ZP_3964044.1,0,Homo sapiens
RP_321552.1,6,Homo sapiens
AP_1997951.1,4,Homo sapiens
ZP_8805070.1,5,Homo sapiens
RP_2257280.1,4,Homo sapiens
YP_908301.1,5,Homo sapiens
AP_6396495.1,5,Homo sapiens
NP_212935.1,6,Homo sapiens
WP_8300252.1,7,Homo sapiens
NP_9826914.1,14,Homo sapiens
